card_id,benefit_seq,category,benefit_type,rate,is_selectable,icon_type,dt_class,summary,detail
2898,7,기타,기타,,N,,,"공항라운지
공항라운지 서비스 (더라운지) (전월실적 50만원 이상)","국내외 1,000여개 공항라운지 무료 이용
전월 국내외 가맹점 이용 실적 연 이용가능 횟수
50만원 이상 2회
- 본인카드만 제공(가족카드 제공 불가)
- 전월 국내외 가맹점 이용실적 50만원 이상 시 무료 제공(단, 카드 수령등록일로부터 다음 달 말일까지 는 국내외 가맹점 이용실적 50만원 이상 시 그 다음날로부터 무료 제공)
- 본인 회원과 동반인 1인을 포함하여 무료 이용 (본인회원 단독사용 가능, 동반인 단독사용 불가)
- Mastercard 브랜드만 제공(국내전용 브랜드 제공 불가)
- 입장 인원 1인당 이용횟수 1회 차감
  [이용 예시]
  1. 본인+동반인 이용가능(2회 차감)
  2. 본인 1회 이용 후(1회 차감) 본인 1회 이용 가능(1회 차감)
  3. 본인 1회 이용 후(1회 차감) 동반인 1회 이용 불가(동반인 단독사용 불가능)
  4. 본인 1회 이용 후(1회 차감) 본인+동반인(2회 차감) 이용 불가(연 2회 초과)

더라운지 이용방법
- ‘더 라운지 [ THE LOUNGE]’ 앱 설치 후 이용 가능
  회원가입 ▶ 로그인 ▶ 제휴카드 등록/이용권 받기 ▶ 카드등록 (최초 1회만 등록) ▶ 라운지 이용권 받기 ▶ 이용권 발급 확인 ▶ 서비스 이용
- 발급된 이용권은 '메뉴 ▶ 이용권 보관함'에 자동 저장되어 발급 후 24시간 동안 유효하며, 기간 내 미사용 시 자동 취소 및 이용 가능 횟수 자동 복구
- 발급된 이용권은 현금으로 교환되지 않음
- 서비스 관련 상세한 내용은 더라운지 앱/홈페이지(www.theloungemembers.com) 참조 또는 고객센터(02-2664-7436)로 문의
- 라운지 입장 시 우리카드 MILE&POINT 카드와 여권, 당일 출발항공권 제시
- 본인+동반인 이용 시 더라운지 앱 내 라운지 이용 인원을 2명으로 선택해서 이용권 발급
- 공항라운지 잔여 횟수 부족 시 이용권 발급 불가능
- 국내외 공항라운지 무료이용 서비스 이용 후 카드 해지 시 서비스 제공에 소요된 비용 공제 후 일할 계산하여 연회비 환불"
2898,8,기타,할인,,N,,,"기타
인천공항 주차 할인 서비스 (전월실적 50만원 이상)","인천공항 주차장 5만원 이상 결제 시 1만원 청구할인
전월 국내외 가맹점 이용 실적 월 이용가능 횟수 연 이용가능 횟수
50만원 이상 1회 2회
- 인천국제공항공사에서 운영하는 단기/장기 주차장 오프라인 결제건에 한하여 할인 제공
- 차량 주차요금에 한하여 할인 제공
- 본인카드만 제공(가족카드 제공 불가)
- 온라인 결제, 발레파킹 요금, 주차대행 요금 등 기타서비스 결제 시 혜택 제공 불가
- 일반 신용카드 결제 시에 한하며, 간편결제, 후불교통결제 등 기타 결제 시 혜택 제공 불가"
2898,9,기타,기타,,N,,,"기타
국내공항 무료 발레파킹 서비스 (전월실적 50만원 이상)","인천공항 무료 발레파킹 서비스 (주차비 별도)
전월 국내외 가맹점 이용 실적 월 이용가능 횟수 연 이용가능 횟수
50만원 이상 1회 2회
- 무료 발레파킹 서비스는 발급 시 선택하신 브랜드사(Mastercard)에서 제공하는 서비스이며, 서비스 이용조건 및 유의사항은 국제브랜드사 서비스 안내장 또는 우리카드* 및 Mastercard*의 홈페이지 를 참조하시기 바랍니다.
  * 우리카드 : www.wooricard.com ▶ 상품공시실 ▶ 약관 ▶ 국제브랜드 서비스 안내장
  * Mastercard : www.mastercard.co.kr ▶ 개인고객 ▶ 프로모션 및 행사 ▶ Premium Mastercard Services"
2898,10,기타,할인,1%,N,,,"유의사항
꼭 확인하세요!","실적 산정 방법 안내
- 전월실적은 전월 1일부터 말일(매출승인일 기준)까지 카드별 국내외 가맹점 이용실적이며, 해외 가맹점 이용금액, 교통카드 이용금액 및 통신료 자동납부 금액은 매출표 접수 일 기준으로 해당월 이용금액에 합산 적용됩니다.
- 무이자할부금액, 정부지원금(보육료, 유치원보조비, 바우처 이용금액 등), 아파트 관리비, LH/SH/ 전북개발공사 등 공공임대료, 부동산임대료, 대학(대학원)등록금, 국세·지방세·관세·공공요금(공 과금)*, 상품권(카카오톡 선물하기 등 모바일 상품권 포함)/선불카드(포인트, 사이버머니, 게임머 니 등 전자지급 수단 포함)/기프트카드 구매 및 충전금액, 교통카드(모바일 포함) 구매 및 충전금 액, 고속버스(차내 단말기 및 고속버스 APP 결제), 각종 수수료 및 이자, 연회비, 단기카드대출(현 금서비스), 장기카드대출(카드론), 매출취소금액, 당사에서 제공하는 각종 이벤트의 혜택을 적용받 은 매출(단, 이벤트별로 다를 수 있으니 각 안내 문구 참고), 신차구매금액, 의약품 전용몰/제약회사 업종 이용금액은 전월 실적에 포함되지 않습니다.
  * 공공요금(공과금) 내역 4대보험(건강보험/국민연금/고용보험/산재보험), 전기요금, 우편요금, 도시가스요금, 상하수도요금, 과태료·범칙금·벌금, 여권발급비용, 국가·공공기관·공공단체(지방자치 단체 등)로 개설된 가맹점 이용금액
- 마일리지/포인트 적립 서비스 및 부가서비스의 월 한도는 전월 이용실적에 따라 당월 1일~말일까 지 적용됩니다. 단, 서비스 제공은 거래(매입) 순서대로 적용됩니다.
- 취소매출은 취소매출표 접수월 이용실적에서 차감합니다.
  (단, 국내 가맹점 취소매출이 매월 1~2일 사이에 접수된 경우 전월 이용실적에서 차감합니다.)
  예) 1월 31일 이용건 취소 시 2월 2일까지 취소매출표가 카드사에 접수된 경우에는 1월 이용 실적에서 차감, 이후 접수된 경우는 2월 이용실적에서 차감
- 최초 발급*받은 '우리카드 MILE&POINT' 카드 수령(사용)등록일과 사용개시일 중 빠른 날을 기준 으로 다음 달 말일까지는 전월 실적 조건 미충족 시에도 마일리지/포인트 적립서비스를 제공합니다. 단, '공항라운지 서비스(더라운지), 무료 발레파킹 서비스, 인천공항 주차 할인 서비스'는 카드 수 령(사용)등록일과 사용개시일 중 빠른 날을 기준으로 다음 달 말일까지는 국내외 가맹점 50만원 이 상 이용 시 그 다음 날로부터 무료 제공됩니다.
  * 유효기간 만기 또는 카드 해지 후 동일 상품을 발급 받는 경우 최초 발급에 해당하지 않음

가족카드 안내
- 가족카드 연회비는 각 상품별 연회비 부과 기준을 따르며 가족카드 발급매수에는 제한이 없습니다.
- 가족카드의 부가서비스 전월 이용실적, 적립/할인 한도 및 이용횟수는 본인카드와 합산하여 적용됩니다.
- 가족카드 연말정산 시 가족카드의 신용카드 등 사용금액은 가족카드 명의자(카드 전면 또는 후면 에 표기된 이름)의 신용카드 등 사용금액으로 포함됩니다. 연간 소득금액 기준은 국세청 기준에 따릅니다.
- 본인회원이 가족회원의 카드사용 내역에 대한 알림을 받고자 하는 경우 우리카드 고객센터(1588- 9955)에서 별도 신청하여야 합니다.
- 가족카드의 이용대금명세서는 본인회원이 지정한 주소와 방법으로 발송됩니다.
- 이혼, 사망, 파양 등 가족관계 변동 시 본인회원 또는 가족회원이 우리은행 영업점, 우리카드 고객센터(1588-9955), 우리카드 홈페이지(전체메뉴 ▶ MY ▶ 내 카드관리 ▶ 분실신고/재발급/해지 ▶ 일 시정지/해제 또는 카드해지/취소) 및 우리카드 앱(메뉴 ▶ MY ▶ 카드 정보 관리 ▶ 분실신고/재발 급/갱신 ▶ 일시정지/해제 또는 메뉴 ▶ 고객지원 ▶ 고객센터/상담 ▶ 카드해지/취소)을 통해 가족 카드 정지 또는 해지 가능합니다.
- 가족관계 변동이 되었음에도 가족카드를 정지 또는 해지하지 않은 경우 본인회원에게 의도하지 않 은 카드사용 및 책임이 발생할 수 있습니다.
- 본인회원이 요청할 경우 가족회원의 동의 없이 가족카드가 한도감액/정지/해지될 수 있습니다.

연회비 안내

해외겸용 (Mastercard) 국내전용
본인카드 75,000원 (기본연회비 7,000원 + 제휴연회비 68,000원)
가족카드 25,000원 (기본연회비 7,000원 + 제휴연회비 18,000원)
  * 실물카드에 컨택리스(비접촉 결제) 칩이 탑재되어 비교통 카드도 교통 단말에서 인식될 수 있습니다.
- 연회비는 카드발급시점을 기준으로 1년 단위로 청구됩니다.
- 연회비(기본연회비+제휴연회비)는 카드별로 청구됩니다.
- 회원이 유효기간이 도래하기 전에 카드를 해지하는 경우, 연회비 반환금액은 회원이 카드사와 계약을 해지한 날부터 일할 계산(회원이 카드 이용이 가능하게 된 날을 기준으로 계산한다.)하여 산정합니다. 단, 카드 발행 및 배송에 소요된 비용(신규가입년도의 연회비에 한정)은 반환금액에서 제외되며, 제휴연회비가 있는 경우에는 카드 이용 시 제공되는 추가적인 혜택 등 부가서비스 제공에 소요된 비용이 추가적으로 반환금액에서 제외됩니다.
- 연회비 반환은 계약을 해지한 날로부터 10영업일 이내에 반환하여 드립니다. 다만, 불가피한 사유로 10영업일 이내에 반환하기 어려운 경우 계약 해지한 날로부터 3개월 이내에 반환할 수 있습니다.

상품 출시일 및 부가서비스 변경 안내
- 상품 출시일 : 2025년 09월 16일
- 카드 이용 시 제공되는 할인혜택 등의 부가서비스는 카드 신규 출시 이후 3년 이상 축소·폐지 없이 유지됩니다.
- 상기에도 불구하고, 다음과 같은 사유가 발생한 경우 카드사는 부가서비스를 변경할 수 있습니다.
  ① 카드사의 휴업·파산·경영상의 위기 등에 따른 불가피한 경우
  ② 제휴업체의 휴업·파산·경영상의 위기로 인해 불가피하게 부가서비스를 축소·변경하는 경우로 서 다른 제휴업체를 통해 동종의 유사한 부가서비스 제공이 불가한 경우
  ③ 제휴업체가 카드사의 의사에 반하여 해당 부가서비스를 축소하거나 변경 시, 당초 부가서비스에 상응하는 다른 부가서비스를 제공하는 경우
  ④ 부가서비스를 3년 이상 제공한 상태에서 해당 부가서비스로 인해 상품의 수익성이 현저히 낮아진 경우
- 카드사가 부가서비스를 변경하는 경우 변경사유, 변경내용 등을 아래와 같은 방법으로 사유 발생 즉 시 고지하여 드립니다. 다만, 위 ④번 사유로 부가서비스를 변경하는 경우 변경일 6개월 이전부터 매월 고지하여 드립니다.
  * 고지 방법 : 서면 교부, 우편 또는 전자우편, 전화 또는 팩스, 휴대폰 메시지 또는 이에 준하는 전자적 의사표시 중 서로 다른 2가지 이상의 방법

해외 이용 안내
- 해외 이용 시(해외사이트 거래 포함) 미화(USD) 기준 거래미화금액에 접수일의 우리은행 최초고시 전신환 매도율을 적용한 후, 국제브랜드사가 부과하는 국제브랜드 수수료(Mastercard 1%)와 우리카드가 부과하는 해외서비스 수수료(0.3%)를 포함하여 원화로 청구됩니다.
- ATM 예금인출 시에는 인출금액에 대한 미화 환산금액에 국제브랜드 수수료(Mastercard 1%)와 거래 건당 $3의 해외예금인출 수수료를 포함하여 예금인출 시점의 우리은행 최초고시 전신환 매도율을 적용한 금액이 출금됩니다.
- 해외에서 원화로 결제 시, 해외 가맹점에서 현지통화를 원화로 전환하는 과정에서 추가 수수료를 부과하는 경우가 있으니 해외에서는 원화가 아닌 ‘현지통화’로 결제하시길 권장해드립니다.
  (우리카드 홈페이지 ▶ 이용안내 ▶ 해외이용가이드 ▶ 해외이용안내 참고)
- 해외원화결제차단 서비스 설정 방법
  * 우리카드 홈페이지/모바일앱/모바일웹
    MY ▶ 해외이용설정 ▶ 해외이용 등록/해제 ▶ 해외사용정지 ▶ 해외원화결제차단
- 국가별 상황에 따라 일부 가맹점 및 ATM에서 단기카드대출(현금서비스) 이용이 어려울 수 있으니, 대체 결제수단을 소지하시기 바랍니다.
- 해외 이용 시 청구금액 산출방법
  해외 이용 시 청구금액 = (거래미화금액 x 전신환 매도율 ①)+국제브랜드 수수료 ②+해외서비스 수수료 ③
  ① ﻿﻿전신환 매도율: 접수일의 우리은행 최초고시 전신환 매도율
  ② 국제브랜드 수수료=(거래미화금액 x 국제브랜드 이용수수료율 1%) x 전신환 매도율
  ③ ﻿﻿해외서비스 수수료=(거래미화금액 x 해외서비스 수수료율 0.3%) x 전신환 매도율
- 일부 해외 가맹점 거래 시 IC칩 비밀번호(PIN)를 요구하는 경우가 있으므로 출국 전 반드시 IC칩 비밀번호(PIN) 등록 여부를 확인하시기 바랍니다.
- 일부 비표준화된 해외 가맹점 및 ATM은 비밀번호(PIN) 입력 시 6자리를 요구할 수도 있습니다. ‘카드비밀번호 4자리＋00’을 입력하여 사용하시기 바랍니다.
- 본 상품은 Mastercard 브랜드 발급 시 Mastercard Platinum 서비스가 제공되며, 별도의 국제브랜드사 서비스 안내장을 참조하시기 바랍니다.
- 국제브랜드사에서 제공하는 서비스는 '우리카드 홈페이지*’ 또는 '국제브랜드사 홈페이지*’ 를 참조하시기 바랍니다.
  * 우리카드 : www.wooricard.com ▶ 상품공시실 ▶ 약관 ▶ 국제브랜드 서비스 안내장
  * Mastercard : www.mastercard.co.kr ▶ 개인고객 ▶ 프로모션 및 행사 ▶ Premium Mastercard Services
- 서비스 이용 전 세부내용과 유의사항을 확인하시기 바랍니다."
2687,1,쇼핑,할인,10%,N,,,온라인 쇼핑,10%청구할인
2687,2,기타,할인,10%,N,,,백화점・대형할인점・슈퍼마켓 등,10%청구할인
2687,3,기타,기타,,N,,,전월실적,30만원 이상
2687,4,쇼핑,할인,10%,N,,,"온라인쇼핑
[쇼핑 할인의 정석] 온라인 쇼핑 10% 청구할인","[쇼핑 할인의 정석] 온라인 쇼핑 10% 청구할인
- 인터넷 P/G, 인터넷 상거래 등 온라인 업종
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%+5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%+5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨 (온라인 업종 4대 PAY 결제 시 추가 캐시백 미제공)"
2687,5,쇼핑,할인,10%,N,,,"쇼핑
[쇼핑 할인의 정석] 오프라인 쇼핑 10% 청구할인","[쇼핑 할인의 정석] 오프라인 쇼핑 10% 청구할인
백화점
롯데, 현대, 신세계
대형 할인점 이마트, 홈플러스, 롯데마트, 메가마트, Y_MART(영암마트)
창고형 할인매장 트레이더스 홀세일 클럽, 롯데 VIC마켓(롯데마트 맥스), 이케아
슈퍼마켓 이마트 에브리데이, 롯데슈퍼, 홈플러스 익스프레스, GS 수퍼마켓
프리미엄 아울렛 롯데, 현대, 신세계사이먼
편의점 CU, GS25, 이마트24
잡화 올리브영, LOHB's, 시코르, 다이소
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%+5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%+5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨 (온라인 업종 4대 PAY 결제 시 추가 캐시백 미제공)"
2687,6,기타,할인,5%,N,,,"간편결제
[추가 할인의 정석] 온라인 업종 4대 PAY 결제 시 5% 추가할인","[추가 할인의 정석] 온라인 업종 4대 PAY 결제 시 5% 추가할인
- 4대 간편결제 : 삼성페이, 네이버페이, 카카오페이, PAYCO
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 추가 청구할인은 4대 간편결제에 본 카드를 등록하여 온라인에서 사용한 경우에 제공
- 온라인 업종 통합 할인한도 내에서 할인 적용
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%+5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%+5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 추가 캐시백 미제공"
2687,7,주유,할인,0.3%,N,,,"주유
[생활밀착 할인의 정석] 4대 주유소 주말 주유시 리터당 60원 청구할인","[생활밀착 할인의 정석] 4대 주유소 주말 주유시 리터당 60원 청구할인
- SK주유소, GS칼텍스, S-OIL, HD현대오일뱅크 대상
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- GS칼텍스 휘발유 공시가 기준
- 주유 매출건당 10만원, 통합 월 30만원 한도, LPG는 할인 제외
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨
- 할인금액 산정방법 = 주유 이용금액 X (리터당 할인금액 ÷ GS칼텍스 휘발유 공시가)
  (경유, 등유 등 기타 유종은 GS칼텍스 휘발유 공시가로 환산 적용)"
2687,8,푸드,할인,10%,N,,,"카페
[생활밀착 할인의 정석] 스타벅스, 폴바셋 10% 청구할인","[생활밀착 할인의 정석] 스타벅스, 폴바셋 10% 청구할인
- 매출 건당 1천원까지, 통합 월 5천원까지 할인
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨
- 커피브랜드의 상품권, 선불카드 구입/충전 등의 이용금액은 할인 제외
- 백화점/대형할인점 내 매장, 미군부대 매장 제외"
2687,9,기타,할인,10%,N,,,"유의사항
꼭 확인하세요!","Two-in-One 결제서비스
- 사전 지정한 금액 이하는 체크로 결제하고, 초과분은 신용으로 결제하는 서비스 (우리카드 홈페이지→ MY → 이용한도 → 투인원결제 신청/해지 참고)

월 할인한도
구분 전월 국내 가맹점 이용금액
30만원 이상 ~ 70만원 미만
70만원 이상 ~ 120만원 미만
120만원 이상 ~
온라인 4천원 8천원 16천원
오프라인 6천원 12천원 24천원

할인제공 시 유의사항
- 무이자할부금액, 대학(대학원) 등록금, 아파트 관리비(임대료), 국세, 지방세, 상품권·기프트카드·선불카드 구매 및 충전금액 할인 제외
- 할인 및 제외 업종/가맹점은 우리카드 전산상 등록 기준임
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%+5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%+5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨 (온라인 업종 4대 PAY 결제 시 추가 캐시백 미제공)"
666,1,푸드,할인,50%,N,,,커피,50%할인
666,2,기타,할인,20%,N,,,스트리밍,20%할인
666,3,문화,할인,30%,N,,,영화,30%할인
666,4,기타,기타,,N,,,전월실적,30만원 이상
666,5,푸드,할인,50%,N,,,"카페
스타벅스(사이렌오더 포함) 50% 청구할인","[커피]
스타벅스(사이렌오더 포함) 50% 청구할인
- 일 1회, 월 2회 제공
- 상품권 및 선불카드 구매·충전 제외
  *일 한도 5천원
  *월 한도 1만원"
666,6,기타,할인,20%,N,,,"생활
유튜브프리미엄, 넷플릭스, 멜론 정기결제 20% 청구할인
배달의민족, 요기요 10% 청구할인","[스트리밍/배달앱]
유튜브프리미엄, 넷플릭스, 멜론 정기결제 20% 청구할인
- 이용건당 7천원 이상 결제 시 제공
- 공식 홈페이지/앱 > 결제수단/정보/방법 > 신용카드 > 해당카드 등록·이용 시 제공, 이 외 결제방법(일부 페이결제 등) 이용 및 1회성결제, 인앱결제(구글플레이,앱스토어 등) 제외
- 가맹점별 월 1회 제공

배달의민족, 요기요 10% 청구할인
- 이용건당 1만5천원 이상 결제 시 제공
- 공식 홈페이지/앱 > 결제수단 > 신용카드 > 해당카드 결제 시 제공, 이 외 결제방법(일부 페이결제, 만나서결제, 현장결제 등) 이용 제외
- 통합 일 1회 제공 (월 횟수 제한 없음)

※ 스트리밍/배달앱 월 한도 5천원"
666,7,문화,할인,30%,N,,,"영화
CGV, 롯데시네마 30% 청구할인","[영화]
CGV, 롯데시네마 30% 청구할인
- 이용건당 1만원 이상 결제 시 제공
- 현장 결제 및 공식 홈페이지/앱 > 결제수단 > 신용카드 > 해당카드 결제 시 제공, 이 외 결제방법(일부 간편/페이결제 등) 이용 및 예매대행사이트, 매점 제외
  * 월 한도 5천원"
666,8,기타,할인,7%,N,,,"기타
지하철, 버스 7% 청구할인
SKT, KT, LGU+ 7% 청구할인","[대중교통/통신요금]
지하철, 버스 7% 청구할인
- 실물카드 이용(후불교통RF) 시 제공
- 시외·고속버스 제외

SKT, KT, LGU+ 7% 청구할인
- 이동통신요금 자동납부건 통합 월 1회 제공
- 알뜰폰 통신사 제외

※ 대중교통/통신요금 월 한도 5천원"
666,9,쇼핑,할인,5%,N,,,"쇼핑
쿠팡, G마켓, 11번가, 티몬, 농협몰 5% 청구할인
CU, GS25 5% 청구할인","[온라인쇼핑/편의점]
쿠팡, G마켓, 11번가, 티몬, 농협몰 5% 청구할인
- 이용건당 2만원 이상 결제 시 제공
- 통합 일 1회 제공 (월 횟수 제한 없음)

CU, GS25 5% 청구할인
- 이용건당 5천원 이상 결제 시 제공
- 통합 일 1회 제공 (월 횟수 제한 없음)

※ 온라인쇼핑/편의점 월 한도 5천원"
666,10,기타,할인,,N,,,"간편결제
NH pay로 결제 시 건당 1천원 청구할인","[간편결제]
NH pay로 결제 시 건당 1천원 청구할인
- NH pay에 해당카드 등록 후 결제 시 제공
- 온라인/오프라인(올원터치 등) 결제 모두 해당
- 이용건당 2만원 이상 결제 시 제공
  * 일 1회, 월 2회 제공
  * 타 상품서비스와 중복 적용 가능
  * 일 한도 1천원
  * 월 한도 2천원"
666,11,기타,기타,,N,,,"공항라운지
국제공항 라운지 무료이용 연 1회 제공","[국제공항 라운지]
국제공항 라운지 무료이용 연 1회 제공
- 인천공항 제1여객터미널: 스카이허브라운지(동편/서편), 마티나라운지
- 인천공항 제2여객터미널:  스카이허브라운지(동편/서편), 마티나라운지(일반)
- 김포/김해공항: 스카이허브라운지(국제선청사)
  * 카드 사용 등록 월에는 제공되지 않으며, 그 다음 달부터 전월실적조건 충족 시 제공
  * 라운지 안내데스크에 당일 출발 항공 탑승권과 본 카드 제시 → 무료 이용 대상 여부 확인 후 서비스 이용"
666,12,기타,할인,50%,N,,,"유의사항
꼭 확인하세요!","유의사항
- 전월실적 30만원 이상 시 서비스 제공(※ 할인 적용된 이용금액(전체)은 전월실적 산정 시 제외)
- 카드사용등록일로부터 다음달 말일까지는 전월실적 미달 시에도 서비스 제공(※ 국제공항라운지 무료이용 서비스 제외)
- 일 또는 월 할인 제공횟수가 제한된 서비스는 결제 순서대로 할인 적용됨(예시 참조)
  * 일 1회 제공횟수: 예) 스타벅스 9/25 오전9시 5천원, 오후6시 1만원 결제 시 → 먼저 결제한 5천원에 대해 50% 할인 적용(※ 오후 6시 결제 건 서비스 미적용)
  * 월 1회 제공횟수: 예) 멜론 9/25 1만원, 9/27 2만원 결제 시 → 먼저 결제한 1만원에 대해 20% 할인 적용(※ 9/27 결제 건 서비스 미적용)

서비스 이용조건
- 전월실적 산정기준 : 전월실적은 해당카드의 전월(승인일 기준 1일~말일) 국내외 일시불/할부 합산 이용금액을 의미합니다.
  * 전월실적 산정 제외 : 할인 적용된 이용금액(전체), 대학(대학원)등록금, 교육비(학부모 부담금), 임대료, 각종 세금 및 공과금, 상하수도요금, 과태료(범칙금), 우체국 우편요금, 사회보험(국민건강/국민연금/고용/산재), 아파트관리비, 도시가스요금, 전기요금, 상품권 및 선불카드류구매(충전 포함), 단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자, 연체료, 연회비, 거래취소금액, 포인트(전부/일부) 결제 시 포인트 사용분 등의 이용금액
  * 전월실적 산정 제외 항목 중 「할인 적용된 이용금액(전체)」은 매출표가 접수된 시점에 이용월 실적에서 차감됩니다.(※ 매출표 접수는 카드이용일로부터 통상 2~3영업일(경우에 따라 그 이상) 소요되며, 월말 이용 시 익월에 매출표가 접수되는 경우가 있음)
  * 해외 이용금액은 전월 매출표 접수일 기준으로 이용금액에 합산 적용됩니다.(월말 이용 시 익월에 접수되는 경우가 있음)
  * 매출취소 발생 시 취소 매출표 접수월 이용금액에서 차감됩니다.
  * 교통카드 이용금액 및 통신료 자동이체금액은 매출표 접수일 기준으로 이용금액에 합산 적용됩니다.
- 일 또는 월간 이용횟수, 할인/적립한도가 제한된 서비스는 매 월별(1일~말일) 카드 이용순서 기준으로 적용됩니다.
- 특정한 제한조건이 없는 경우 카드 사용 등록일로부터 다음달 말일까지는 전월실적 미달 시에도 제공합니다. (단, 국제공항 라운지 무료이용 서비스는 카드 사용 등록 월에는 제공되지 않으며, 그 다음 달부터 전월실적조건 충족 시 제공됩니다.)
• 즉시결제(승인 즉시 출금)서비스는 제공되지 않습니다.

서비스 이용 유의사항
- 본 카드의 서비스는 타 프로모션 등 NH농협카드의 다른 청구할인 혜택과 중복 적용되지 않으며, 할인 혜택이 큰 금액만 적용됩니다.
- 본 카드의 할인서비스가 적용되는 가맹점 중 백화점/할인점/쇼핑몰 내 임대매장은 전산상 해당가맹점으로 구분이 불가하여 할인서비스가 제외됩니다.
- 무이자 할부 이용 시, 무이자 할부(무이자 할부 행사 및 우수고객 서비스에 의한 무이자 할부 포함) 혜택이 제공되므로 할인서비스는 제공되지 않습니다.
- 상품권 구매(선불카드 구입, 충전포함)는 할인서비스가 제공되지 않습니다.
- 해당 가맹점이 아닌 별도 가맹점번호로 승인처리되는 일부 간편결제(Pay) 이용 건은 서비스 적용이 제외될 수 있습니다.
- 카드서비스 적용은 NH농협카드 전산상 등록된 해당 가맹점(업종) 이용금액에 한합니다.
  * NH농협카드 가맹점(업종)은 카드고객상담센터(1644-4000)를 통해 확인 가능합니다.
- 할인서비스 제외 대상 : 대학(대학원)등록금, 교육비(학부모부담금), 임대료, 각종 세금 및 공과금, 상하수도요금, 과태료(범칙금), 우체국 우편요금, 사회보험(국민건강/국민연금/고용/산재), 아파트 관리비, 도시가스요금, 전기요금, 상품권 및 선불카드류구매(충전포함), 단기카드대출(현금서비스), 장기카드대출(카드론), 각종 수수료 및 이자, 연체료, 연회비, 거래취소금액, 포인트(전부/일부) 결제 시 포인트 사용분, 무이자 할부(무이자 할부 행사 및 우수고객 무이자 할부 지원 포함) 이용금액"
2591,1,기타,할인,10%,N,,,간편결제·온라인,10%할인
2591,2,교통,할인,10%,N,,,대중교통·택시,10%할인
2591,3,해외,할인,10%,N,,,해외가맹점,10%할인
2591,4,기타,기타,,N,,,전월실적,30만원 이상
2591,5,기타,할인,10%,N,,,"간편결제
온라인/간편결제 10% 결제일 할인","온라인/간편결제 10% 결제일 할인
- 국내 온라인 가맹점, 온/오프라인 간편결제(Pay)

유의사항
- 할인 대상 간편결제(Pay): 페이북, 삼성페이, 카카오페이, 네이버페이, PAYCO, 토스페이, 쿠페이, 스마일페이, SSG PAY, 11pay
- 상기 대상 간편결제로 '음식점/커피' 및 '버스/지하철/택시' 영역에서 결제 시 '온라인/간편결제' 사용금액으로 분류되어 해당 영역의 할인 한도가 적용됩니다."
2591,6,푸드,할인,10%,N,,,"푸드
음식점/커피 10% 결제일 할인","음식점/커피 10% 결제일 할인
- 전국 모든 식당 및 커피 전문점"
